City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
451,Bowen,AU,-20.0167,148.2333,78.8,94,75,3.8,broken clouds
452,Tocopilla,CL,-22.092,-70.1979,74.08,57,40,5.59,scattered clouds
453,Namibe,AO,-15.1961,12.1522,73.11,76,100,4.21,overcast clouds
454,Luanda,AO,-8.8368,13.2343,80.6,78,75,8.05,broken clouds
455,Totness,SR,5.8833,-56.3167,81.18,77,100,14.7,overcast clouds
456,Gospic,HR,44.5461,15.3747,57.2,82,90,23.02,overcast clouds
457,Akdepe,TM,42.0551,59.3788,46.4,81,0,6.91,clear sky
458,Porto Torres,IT,40.835,8.3972,55.4,76,75,5.75,broken clouds
459,Itaqui,BR,-29.1253,-56.5531,88.32,32,0,9.71,clear sky
460,Pinheiro Machado,BR,-31.5783,-53.3811,84.0,71,8,5.01,clear sky
461,Kununurra,AU,-15.7667,128.7333,78.8,79,75,6.96,moderate rain
462,Dingle,PH,10.9995,122.6711,75.52,91,100,9.28,overcast clouds
463,Shelui,TZ,-4.3667,34.2,70.9,76,89,2.42,light rain
464,Cap Malheureux,MU,-19.9842,57.6142,80.01,80,95,3.0,light rain
465,Muisne,EC,0.6,-80.0333,84.2,84,75,8.05,light rain
466,Rocha,UY,-34.4833,-54.3333,75.7,64,37,13.06,scattered clouds
467,Olavarria,AR,-36.8927,-60.3225,80.01,60,0,3.0,clear sky
468,Codrington,AU,-38.2667,141.9667,56.37,70,100,9.57,overcast clouds
469,Vila Franca Do Campo,PT,37.7167,-25.4333,59.0,82,75,13.8,broken clouds
470,Stornoway,GB,58.2093,-6.3865,35.6,64,75,11.5,broken clouds
471,Craig,US,40.5153,-107.5464,39.2,38,1,24.16,clear sky
472,Elizabeth City,US,36.2946,-76.2511,41.0,95,100,1.99,overcast clouds
473,Mayo,US,38.8876,-76.5119,37.0,100,90,6.91,mist
474,Talavera,PH,15.6167,120.9333,75.2,78,40,2.3,scattered clouds
475,Robe,AU,-37.1833,139.75,55.4,76,100,14.5,overcast clouds
476,Key West,US,24.5557,-81.7826,80.6,88,1,9.22,clear sky
477,Cap-Aux-Meules,CA,47.3821,-61.8597,28.4,64,11,14.97,few clouds
478,Kataysk,RU,56.289,62.5841,-7.31,87,62,12.01,broken clouds
479,Lancaster,US,40.2504,-76.2499,36.0,80,90,5.75,haze
480,Moron,AR,-34.6534,-58.6198,91.0,29,0,5.01,clear sky
481,Tupancireta,BR,-29.0806,-53.8358,80.4,47,0,4.5,clear sky
482,Garmsar,IR,35.2182,52.3409,53.19,67,100,5.41,overcast clouds
483,Tezu,IN,27.9167,96.1667,60.01,36,0,3.69,clear sky
484,Qiongshan,CN,20.0058,110.3542,68.0,100,20,4.52,few clouds
485,Altay,CN,47.8667,88.1167,22.96,83,100,3.94,light snow
486,Agadez,NE,19.75,10.25,70.27,18,100,8.61,overcast clouds
487,Camacha,PT,33.0833,-16.3333,62.6,77,75,16.11,broken clouds
488,Sinegorskiy,RU,48.0139,40.8447,19.69,74,100,7.31,overcast clouds
489,Qui Nhon,VN,13.7667,109.2333,71.44,86,100,7.49,overcast clouds
490,Makakilo City,US,21.3469,-158.0858,70.0,72,1,3.44,clear sky
491,Port Blair,IN,11.6667,92.75,78.64,78,0,8.93,clear sky
492,Dauriya,RU,49.9333,116.8667,-15.86,84,0,3.04,clear sky
493,Drahovo,UA,48.2357,23.5491,44.01,92,100,1.01,overcast clouds
494,Surgut,RU,61.25,73.4167,17.6,86,75,17.9,snow
495,Fort Nelson,CA,58.8053,-122.7002,-29.2,68,20,2.3,few clouds
496,Ternate,ID,0.8,127.4,80.87,79,92,4.05,overcast clouds
497,Ulaanbaatar,MN,47.9077,106.8832,-14.8,76,0,2.24,clear sky
498,Iqaluit,CA,63.7506,-68.5145,26.6,68,75,19.57,snow
499,Beruwala,LK,6.4788,79.9828,75.99,89,0,5.95,clear sky
500,Sivaki,RU,52.6333,126.75,-17.18,87,5,7.94,clear sky
501,Crotone,IT,39.0851,17.1178,57.2,100,40,10.36,mist
502,Asau,RO,46.4333,26.4,30.0,74,100,1.77,overcast clouds
503,Luderitz,NA,-26.6481,15.1594,71.65,59,0,30.71,clear sky
504,Karuri,KE,-0.7,37.1833,68.04,82,100,1.1,light rain
505,Herat,AF,34.5,62.0,55.26,33,68,5.86,broken clouds
506,Abong Mbang,CM,3.9833,13.1833,77.99,37,100,3.62,overcast clouds
507,Luau,AO,-10.7073,22.2247,68.11,96,100,4.72,light rain
508,Mitu,CO,1.1983,-70.1733,89.08,57,93,2.82,overcast clouds
509,Drayton Valley,CA,53.2168,-114.9854,-13.14,85,40,3.85,scattered clouds
510,Broome,US,42.2506,-75.833,33.01,86,90,10.36,light snow
511,Nosy Varika,MG,-20.5833,48.5333,80.78,83,100,12.15,overcast clouds
512,Haradok,BY,55.4624,29.9816,2.61,94,12,5.86,few clouds
513,Kuching,MY,1.55,110.3333,75.2,100,40,2.3,scattered clouds
514,Ixtapa,MX,20.7,-105.2,75.2,64,1,6.91,clear sky
515,Yeppoon,AU,-23.1333,150.7333,78.8,83,2,10.36,clear sky
516,Fukue,JP,32.6881,128.8419,52.27,62,98,21.23,overcast clouds
517,Warrington,GB,53.3925,-2.5802,37.0,69,75,16.11,broken clouds
518,Stephenville,US,32.2207,-98.2023,57.2,41,1,12.66,clear sky
519,La Libertad,EC,-2.2333,-80.9,82.4,74,0,6.91,clear sky
520,Yagodnoye,RU,62.55,149.6667,-3.44,87,100,7.67,overcast clouds
521,Juneau,US,58.3019,-134.4197,21.99,100,0,5.44,clear sky
522,Gemena,CD,3.25,19.7667,80.01,21,98,3.29,overcast clouds
523,Miracema Do Tocantins,BR,-9.5618,-48.3967,74.5,87,100,6.85,heavy intensity rain
524,Jawhar,SO,2.7809,45.5005,75.96,73,1,20.65,clear sky
525,Maragogi,BR,-9.0122,-35.2225,82.42,72,72,12.97,broken clouds
526,Dickinson,US,29.4608,-95.0513,61.0,58,1,11.5,clear sky
527,Lienz,AT,46.8289,12.769,35.6,87,90,1.88,light snow
528,Redding,US,40.5865,-122.3917,63.0,58,1,3.44,clear sky
529,Marsaxlokk,MT,35.8419,14.5431,63.0,82,0,11.5,clear sky
530,Adre,TD,13.4667,22.2,66.36,22,0,10.74,clear sky
531,Riyadh,SA,24.6877,46.7219,60.8,51,0,10.36,clear sky
532,Tupik,RU,54.4253,119.9327,-19.62,82,41,2.3,scattered clouds
533,Alibag,IN,18.6411,72.8792,78.8,36,4,7.92,smoke
534,Alofi,NU,-19.0595,-169.9187,78.8,94,100,5.75,overcast clouds
535,Atasu,KZ,48.6814,71.6433,22.03,95,99,14.12,overcast clouds
536,Thames,NZ,-37.1333,175.5333,64.99,90,4,2.59,clear sky
537,Kelvington,CA,52.1667,-103.5343,-27.4,68,52,5.75,broken clouds
538,Binga,ZW,-17.6203,27.3414,75.36,83,100,2.51,overcast clouds
539,Kieta,PG,-6.2167,155.6333,79.88,78,36,4.63,light rain
540,Egra,CZ,50.0796,12.3739,26.01,96,100,4.0,snow
541,Terre Haute,US,39.4667,-87.4139,15.01,61,1,6.91,clear sky
542,Crucea,RO,44.5333,28.2333,45.0,100,90,16.11,light intensity drizzle
543,Noumea,NC,-22.2763,166.4572,77.0,100,0,2.3,clear sky
544,Cayenne,GF,4.9333,-52.3333,82.4,78,75,19.57,broken clouds
545,North Platte,US,41.1239,-100.7654,3.2,78,90,13.8,overcast clouds
546,Hvide Sande,DK,56.0045,8.1294,26.01,82,100,4.0,overcast clouds
547,Yuli,NG,9.6989,10.2744,81.18,16,99,5.75,overcast clouds
548,Dunda,TZ,-8.1167,34.25,68.58,89,100,3.65,light rain
549,Gatesville,US,31.4352,-97.7439,57.99,47,1,10.36,clear sky
550,Port Augusta,AU,-32.5,137.7667,62.6,77,0,10.36,clear sky
551,Havoysund,NO,70.9963,24.6622,26.6,68,75,27.63,light snow
552,Biskamzha,RU,53.4497,89.5272,23.65,96,78,4.43,broken clouds
553,Nantucket,US,41.2835,-70.0995,33.01,100,90,19.57,snow
554,Doha,QA,25.2867,51.5333,69.8,73,20,10.36,few clouds
555,Beloha,MG,-25.1667,45.05,76.06,86,2,8.41,clear sky
556,Bataipora,BR,-22.2953,-53.2711,82.85,61,38,1.01,scattered clouds
557,Sitka,US,57.0531,-135.33,30.2,47,1,5.75,clear sky
558,Cheremnoye,RU,53.1697,83.2133,23.0,74,75,15.66,broken clouds
559,Bastia,FR,42.6667,9.3333,55.0,93,20,5.75,few clouds
560,Linqiong,CN,30.4159,103.4609,50.0,76,0,1.83,clear sky
561,Half Moon Bay,US,37.4636,-122.4286,60.01,76,1,5.75,haze
562,Kalabo,ZM,-14.97,22.6814,71.55,86,100,2.8,overcast clouds
563,Plouzane,FR,48.3833,-4.6167,41.0,81,0,13.8,clear sky
564,Kolondieba,ML,11.0882,-6.8926,87.85,15,100,5.79,overcast clouds
565,Bairiki,KI,1.3292,172.9752,80.6,89,75,9.22,light rain
566,Bucerias,MX,20.75,-105.3333,75.2,64,1,6.91,clear sky
567,Leh,IN,34.1667,77.5833,13.06,57,0,1.34,clear sky
568,Kotelnich,RU,58.3089,48.348,-16.87,86,100,9.17,overcast clouds
569,Nanakuli,US,21.3906,-158.1547,70.0,72,1,3.44,clear sky
570,Trairi,BR,-3.2778,-39.2689,86.34,60,2,13.78,clear sky
571,Prieska,ZA,-29.6641,22.7474,86.56,14,0,8.7,clear sky
572,Kakamega,KE,0.2842,34.7523,59.0,88,75,3.44,broken clouds
573,Maarianhamina,AX,60.0973,19.9348,15.8,92,20,1.14,light snow
574,Katherine,AU,-14.4667,132.2667,75.2,100,90,6.91,overcast clouds
575,Bandarbeyla,SO,9.4942,50.8122,76.05,78,12,18.61,few clouds
576,Portland,US,45.5234,-122.6762,46.0,70,90,7.7,overcast clouds
577,Peterhead,GB,57.5058,-1.7981,32.0,93,75,12.66,light snow
578,Kidal,ML,18.4411,1.4078,73.9,20,100,6.33,overcast clouds
579,De Aar,ZA,-30.6497,24.0123,78.8,35,0,18.25,clear sky
580,Turbat,PK,26.0023,63.044,55.72,39,0,0.83,clear sky
581,Khash,IR,28.2211,61.2158,49.66,36,0,5.84,clear sky
582,Ubinskoye,RU,55.3068,79.6802,12.04,95,100,18.21,overcast clouds
583,Dukat,RU,62.55,155.55,3.61,87,100,13.73,overcast clouds
584,Nicoya,CR,10.1483,-85.452,91.4,40,0,17.27,clear sky
585,Constantine,DZ,36.365,6.6147,46.4,76,40,9.22,scattered clouds
586,Tonekabon,IR,36.8163,50.8738,51.8,93,90,1.54,mist
587,Boende,CD,-0.2167,20.8667,77.79,71,97,0.85,overcast clouds
588,Homer,US,59.6425,-151.5483,23.0,79,1,5.37,clear sky
589,Brae,GB,60.3964,-1.353,33.8,60,75,4.61,broken clouds
590,Aksarka,RU,66.5606,67.7975,-16.89,88,100,29.59,light snow
591,Campbellton,CA,48.0075,-66.6727,24.8,46,100,3.44,overcast clouds
592,Tongliao,CN,43.6125,122.2653,-0.99,88,0,8.08,clear sky
593,Beaufort,MY,5.3473,115.7455,80.6,89,20,6.91,few clouds
594,Redmond,US,47.674,-122.1215,45.0,79,98,5.77,overcast clouds
595,Cururupu,BR,-1.8283,-44.8683,86.05,63,5,6.51,clear sky
596,Yatou,CN,37.15,122.3833,27.84,82,0,12.8,clear sky
597,Quang Ngai,VN,15.1167,108.8,70.68,83,97,3.31,overcast clouds
598,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,86.36,74,97,3.71,overcast clouds
599,Fomboni,KM,-12.28,43.7425,84.42,72,100,8.61,moderate rain
600,Ascension,US,30.2169,-90.9001,57.2,58,1,5.75,clear sky
601,Manggar,ID,-2.8833,108.2667,79.68,82,100,13.18,overcast clouds
602,Emba,KZ,48.8264,58.1442,11.8,95,69,13.69,broken clouds
603,Acapulco,MX,16.8634,-99.8901,86.0,54,40,5.66,scattered clouds
604,Kurikka,FI,62.6167,22.4167,19.4,93,0,8.05,clear sky
605,Waitati,NZ,-45.75,170.5667,59.0,90,67,1.88,broken clouds
606,Celestun,MX,20.8667,-90.4,79.63,69,0,10.45,clear sky
607,Kholtoson,RU,50.2981,103.3097,2.7,88,30,4.14,scattered clouds
608,The Valley,AI,18.217,-63.0578,84.2,69,20,18.41,few clouds
609,Kyzyl-Suu,KG,42.3414,78.0056,36.07,75,100,3.15,overcast clouds
610,Bayanday,RU,53.0661,105.5139,7.74,87,50,1.79,scattered clouds
611,Uniontown,US,39.9001,-79.7164,28.99,44,100,5.01,overcast clouds
612,Santiago,CL,-33.4569,-70.6483,79.0,60,0,5.75,haze
613,Bolkhov,RU,53.4433,36.0044,-0.36,93,55,8.63,broken clouds
614,Chivilcoy,AR,-34.8957,-60.0167,91.0,69,0,5.01,clear sky
615,Seal Beach,US,33.7414,-118.1048,63.0,59,90,2.84,mist
616,Marzuq,YE,14.4,46.4667,62.38,66,0,1.43,clear sky
617,Mayskiy,RU,47.6931,40.1025,15.8,67,0,4.47,clear sky
618,Severo-Yeniseyskiy,RU,60.3725,93.0408,26.11,97,98,11.74,overcast clouds
619,Bahia Honda,CU,22.9036,-83.1592,85.28,61,3,8.95,clear sky
620,Nioki,CD,-2.7167,17.6833,75.54,84,100,2.68,light rain
621,Huangmei,CN,30.1924,116.025,51.66,85,100,6.87,light rain
622,Tucuman,AR,-26.8241,-65.2226,89.6,45,20,2.68,few clouds
623,Iskateley,RU,67.6803,53.1512,-17.37,87,100,16.24,overcast clouds
624,Ranong,TH,9.9658,98.6348,74.71,88,23,3.74,few clouds
625,Bend,US,44.0582,-121.3153,42.8,39,1,13.8,clear sky
626,Les Cayes,HT,18.2,-73.75,81.77,63,0,11.3,clear sky
627,Shingu,JP,33.7333,135.9833,41.38,80,0,6.08,clear sky
628,Almaznyy,RU,48.0448,40.045,15.8,67,0,4.47,clear sky
629,Phan Thiet,VN,10.9333,108.1,71.62,87,24,8.88,few clouds
630,Eureka,US,40.8021,-124.1637,50.0,79,0,8.99,clear sky
631,Zarechnyy,RU,53.2036,45.1923,-3.96,91,100,10.49,overcast clouds
632,Manavgat,TR,36.7867,31.4431,60.01,100,99,4.61,overcast clouds
633,Carballo,ES,43.213,-8.691,50.0,94,100,3.0,light rain
634,Sibolga,ID,1.7427,98.7792,76.93,80,100,4.05,overcast clouds
635,Tual,ID,-5.6667,132.75,83.14,80,100,16.87,overcast clouds
636,Sinnai,IT,39.3042,9.2036,57.0,94,0,9.22,clear sky
637,Abu Samrah,SY,35.3029,37.1841,53.28,82,2,7.96,clear sky
638,Shache,CN,38.4167,77.2406,32.59,79,9,3.04,clear sky
639,Jackson,US,42.4165,-122.8345,33.8,86,90,1.43,mist
640,Lapeer,US,43.0514,-83.3188,10.99,52,1,13.8,clear sky
641,Garoua,CM,9.3,13.4,84.2,16,0,5.75,clear sky
642,Orbetello,IT,42.4408,11.2196,50.0,100,90,26.46,fog
643,Svetlyy,RU,54.675,20.1347,6.8,78,0,8.95,clear sky
644,Labuhan,ID,-6.8844,112.2051,78.66,85,100,9.75,overcast clouds
645,Nabire,ID,-3.3667,135.4833,75.72,84,93,4.07,overcast clouds
646,Shuiji,CN,27.4214,118.345,59.18,80,0,2.3,clear sky
647,Vargashi,RU,55.3556,65.8467,1.98,91,78,13.6,broken clouds
648,Sinjar,IQ,36.3209,41.8754,51.75,55,0,1.3,clear sky
649,Gananoque,CA,44.3334,-76.1661,32.0,1,100,13.78,light snow
650,Coquimbo,CL,-29.9533,-71.3436,69.8,56,0,11.5,clear sky
651,Barkly West,ZA,-28.5354,24.5215,77.0,61,0,6.91,clear sky
652,Gumdag,TM,39.2061,54.5906,50.2,73,100,12.28,overcast clouds
653,Hoi An,VN,15.8794,108.335,73.4,83,75,1.81,broken clouds
654,Naberera,TZ,-4.2,36.9333,66.54,89,100,2.35,light rain
655,Contamana,PE,-7.3333,-75.0167,92.43,50,65,4.0,broken clouds
656,Ziezmariai,LT,54.8,24.45,0.0,78,0,2.3,mist
657,Jiaojiang,CN,28.6803,121.4428,59.0,76,100,5.44,overcast clouds
658,Jishou,CN,28.3167,109.7167,49.3,84,100,5.68,light rain
659,Merauke,ID,-8.4667,140.3333,79.57,86,98,11.5,overcast clouds
660,Puro,PH,12.4841,123.3827,78.21,84,100,16.53,overcast clouds
661,Honiara,SB,-9.4333,159.95,77.85,81,100,3.85,overcast clouds
662,Bonavista,CA,48.6499,-53.1147,34.0,47,0,20.71,clear sky
663,Minab,IR,27.1467,57.0801,66.2,72,20,2.3,few clouds
664,Jieshi,CN,22.8134,115.8257,62.01,85,0,12.26,clear sky
665,Yol,IN,32.1667,76.2,55.02,40,0,4.38,clear sky
666,Richards Bay,ZA,-28.783,32.0377,75.06,92,15,3.13,few clouds
667,Candolim,IN,15.5181,73.7626,78.8,69,0,2.3,haze
668,Tautira,PF,-17.7333,-149.15,82.4,65,75,3.44,light rain
669,Antanifotsy,MG,-19.65,47.3167,61.23,88,100,2.75,overcast clouds
670,Rosetta,EG,31.4044,30.4164,60.8,77,0,5.75,clear sky
671,Khandyga,RU,62.6667,135.6,-34.15,82,72,2.75,broken clouds
672,Tres Arroyos,AR,-38.3739,-60.2798,63.41,69,100,18.3,overcast clouds
673,Watsa,CD,3.0372,29.5355,68.99,32,96,1.01,overcast clouds
674,Mokolo,CM,10.7398,13.8019,72.14,20,12,5.19,few clouds
675,San Carlos,VE,9.6612,-68.5827,95.81,30,58,4.21,broken clouds
676,Jawa,JO,31.8525,35.9393,55.4,88,0,2.48,haze
677,Nauta,PE,-4.5061,-73.5757,84.0,82,100,2.08,heavy intensity rain
678,Minsk,BY,53.9,27.5667,-2.0,92,0,2.24,clear sky
679,Sabinas,MX,27.85,-101.1167,69.15,25,0,10.63,clear sky
680,Wanning,CN,18.8003,110.3967,68.45,90,24,3.83,few clouds
